climatebelief	econcern	poli	ambient1	ambient2	source01	ResponseId	consent	activist	envhope	cblame_ind	cblame_gov	cblame_corp	cblame_comm	cvictim_ind	cvictim_gov	cvictim_corp	cvictim_comm	cresponsible_ind	cresponsible_comm	cresponsible_gov	cresponsible_corp	emo_Angry	emo_Worry	emo_Sad	emo_Hope	emo_Guilt	freqthought	freqemo	asp1	asp2	asp3	asch1	asch2	asch3	asu1	asn1	asn2	asn3	asu2	asp4	asu3	asu4	asi1	asi2	asi3	CaseID	Direct	Target	Time	Temperature	Weather	Wildfire	Economy	PoliInaction	IndividualInaction	NotStressed	Overreact	Habitat	School	NewsDocs	Pollution	IceCaps	Plastic	Future	Health	Guilt	Bot	Other	recall_gen	emointense	selfdistr1	active1	denial1	substance1	emosupp1	disengage1	active2	denial2	vent1	instrumental1	substance2	reframe1	sblame1	plan1	emosupp2	disengage2	reframe2	humor1	selfdistr2	accept1	vent2	religion1	instrument2	accept2	plan2	sblame2	religion2	humor2	eco1	eco2	eco3	eco4	gender	Female	race	DELETE	age	educ	zipcode	poliideo	poliparty	venting	selfdistract	emosupport	active	planning	disengagement	substance	selfblame	denial	humor	religion	acceptance	instrumental	reframing	EconPoli	econcernXpoli	ambient3	concernC	asF1	asF2	asF3	distancing1	distancing2	problemfocus	probsocial	minimization
4	7	1.00	5.80	5.00	0	R_QfQmLFdWBk88fpD	4	5	3	2	4	5	2	5	1	1	5	2	3	5	5	5	5	5	1	2	6	6	7	6	7	5	6	6	6	7	7	2	5	6	5	5	7	5	7	83	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"This happens every year when ""summer"" comes around. I quote the word because we really only have three seasons in Southern California now: Winter (2 month), Moderate Weather (2 month), and Summer (8 months). Constant state of drought and an ever expanding fire season. I live at the foothills of the Angeles National forest and have watched fires burn in those foothills almost every year. One year we were on alert for evacuation (cars packed and ready to flee on a moments notice). Coyotes come down out of the mountains to hunt our pets in broad daylight now because they are not just looking for food, but also water."	7	2	2	1	1	1	2	2	1	2	1	1	2	1	2	1	2	2	3	3	3	2	1	1	3	2	1	1	3	1	3	2	1	male	0	Multiracial	0.00	51.00	7	91702	1	1	2.00	2.50	1.00	2.00	2.00	2.00	1.00	1.00	1.00	3.00	1.00	3.00	1.00	2.00	7.00	7.00	7.00	6.50	6.00	4.33	7.00	1.60	1.67	2.00	1.50	4.33
4	5	2.00	4.40	4.25	0	R_3PB98tod5sgPvOs	4	5	5	3	4	3	4	4	2	3	4	4	3	2	3	2	3	4	3	3	7	7	4	2	5	4	6	1	4	5	6	5	5	5	5	4	5	6	4	85	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"i remember some years ago, climate changed , there was increase in rain for that year, the rain refused to stop due to climate change. its wasnt easy, there was flood everywhere."	6	3	3	2	3	2	3	3	2	3	2	2	2	3	4	2	3	2	3	2	3	2	3	3	2	3	3	2	3	3	3	2	2	male	0	white	0.00	25.00	7	32003	2	2	2.50	2.50	2.00	3.00	3.50	3.00	2.50	3.00	2.00	3.00	2.50	2.50	2.50	2.00	10.00	10.00	4.00	4.79	4.58	4.00	4.50	2.70	2.58	3.25	2.75	4.00
4	5	6.00	4.90	5.25	0	R_2CxONrXTOCoT6y8	4	3	5	3	4	3	2	4	3	5	4	4	3	4	4	3	4	3	2	3	5	4	6	5	4	3	4	4	6	4	5	6	6	6	5	4	5	6	4	93	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	it affects my health. it affects my day to day activities also	4	2	3	3	3	2	2	2	2	2	3	1	1	1	2	2	2	1	1	4	1	2	1	2	1	3	3	2	2	1	1	4	3	male	0	black	0.00	28.00	7	98052	7	5	2.00	3.00	2.00	2.50	2.50	2.00	2.00	2.00	2.50	1.50	1.50	1.00	2.50	1.00	30.00	30.00	4.00	4.92	4.83	5.33	4.50	2.00	1.83	2.50	2.38	5.33
4	6	9.00	5.70	6.25	0	R_a3n1VTXPEb55xnj	4	1	6	5	5	3	4	4	5	3	4	5	4	5	5	2	3	4	3	5	3	6	6	7	3	5	5	6	6	5	5	7	7	6	6	6	6	6	7	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	That was when i was about to do my final year exam and i was thinking about my future feel I felt like planning for the future is hopeless and frustrated that there’s nothing i can do now to change things	7	3	2	4	2	3	3	2	3	2	4	1	3	3	2	3	2	3	3	3	2	3	4	3	3	4	3	4	4	4	3	4	3	Male	0	White	0.00	22.00	7	75243	9	9	2.50	3.00	3.00	2.00	3.00	2.50	1.50	3.00	3.50	3.50	4.00	2.50	3.50	3.00	54.00	54.00	7.00	5.79	5.58	6.33	6.50	2.80	2.83	2.50	2.88	6.33
4	7	3.50	4.80	4.00	0	R_3ml2PdEYxVcncfV	4	4	4	5	5	5	3	3	4	4	3	3	3	4	5	3	4	5	1	3	5	4	5	5	5	5	4	4	5	6	6	3	4	6	5	4	5	4	5	109	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	I felt stressed out climate change when there are so many people denying it even in the face of overwhelming scientific evidence. It makes me angry and sad that so may older people have their heads in the sand about the issue. It shows that they are selfish and don't care about future generations at all.	7	3	3	1	2	1	1	3	1	1	1	2	1	2	3	1	1	1	2	3	3	3	1	1	4	2	1	1	2	2	2	3	2	Male	0	White	0.00	30.00	7	03275	4	3	2.00	3.00	1.00	3.00	2.50	1.00	2.00	1.50	1.00	2.00	1.00	3.50	1.00	1.00	24.50	24.50	5.00	6.00	5.00	3.67	5.00	1.50	1.42	2.75	1.88	3.67
4	7	3.00	5.70	4.00	0	R_WDkq34YCgjEWPCx	4	4	1	3	5	5	3	5	4	2	5	4	4	5	5	5	5	5	1	2	5	4	5	5	6	7	6	2	7	7	7	1	7	6	3	5	7	6	7	115	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	"It was when I was watching a documentary about climate change a few months ago. I felt stressed watching the whole and think and just hearing about the impact it will have. How climate change will effect everything on the planet. That leaders in charge around the world have known for decades and have not really done anything to stop it. It just makes me feel so small and useless. That all of this is going to happen. The world as we know it will change drastically. It will effect my future. So what is the point of working hard or having kids when this will effect me when I am my parents age? The whole thing makes me feel stressed, just from thinking about it all."	7	4	1	1	1	1	3	1	1	2	1	1	1	1	1	1	2	1	2	3	2	3	1	1	1	1	1	1	2	1	1	1	1	Male	0	White	0.00	26.00	7	33470	1	5	2.50	3.50	1.00	1.00	1.00	2.50	1.00	1.00	1.00	2.00	1.00	1.50	1.00	1.00	21.00	21.00	7.00	6.46	5.92	3.00	7.00	1.50	1.42	1.00	1.00	3.00
4	7	4.00	5.40	3.00	0	R_1Lb36SGI2YtoXCs	4	4	1	4	5	5	4	4	2	1	3	3	3	5	5	4	4	4	2	3	6	5	6	6	6	6	5	2	6	6	6	4	4	6	4	5	4	2	7	117	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Whenever I hear of a natural disaster or a prolonged drought or a period of intense heat or cold and the number of animals that have died because of it, I become sad and angry and a sense of hopelessness washes over me."	5	2	2	1	2	1	1	2	2	2	2	1	1	2	1	2	2	2	1	1	2	1	2	3	2	1	1	2	3	2	2	2	2	Male	0	white	0.00	34.00	7	no	4	4	1.50	1.50	1.50	2.00	1.00	1.50	1.50	1.50	1.50	2.00	2.00	2.00	2.50	1.50	28.00	28.00	7.00	6.25	5.50	2.67	5.50	1.60	1.58	1.50	1.75	2.67
4	7	1.50	4.90	3.25	0	R_1pPCOeaeZqO7Uta	4	5	2	2	5	5	2	5	2	1	5	2	3	5	5	3	5	4	2	2	5	4	4	5	6	5	5	4	5	7	7	2	5	6	5	3	4	3	6	123	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	"I was listening to a political debate on TV. I listened to the different candidates talk about the issue. It made me think about the issue. Thinking about it made me feel sad, stressed, and worried about whether anything will be done, and whether it will be enough to avert the most devastating consequences of climate change. To some extent, I felt not very hopeful that enough would be done, so I felt stressed when thinking about the negative things that will likely occur as a result ."	5	2	2	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	2	3	3	1	1	2	3	1	1	1	1	3	2	2	male	0	white	0.00	33.00	7	99362	1	2	2.00	2.00	1.00	2.00	3.00	1.00	1.50	1.00	1.00	1.00	1.00	2.50	1.00	1.00	10.50	10.50	6.00	6.13	5.25	3.00	5.00	1.10	1.08	2.50	1.75	3.00
4	7	1.00	6.50	3.25	0	R_10I42MeML5cVz2b	4	5	4	2	3	4	2	4	3	2	4	3	3	4	4	5	5	5	2	3	6	6	7	7	7	6	6	2	7	7	7	3	5	6	7	7	4	4	6	124	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	I feel stressed because climate change is completely changing the fishing environment in michigan.	5	2	3	1	1	2	2	4	1	2	2	1	1	1	3	3	1	1	2	1	2	3	1	3	1	3	2	1	1	1	3	3	3	Male	0	White	0.00	32.00	7	48237	1	1	2.50	1.50	2.50	3.50	3.00	1.50	1.00	1.50	1.00	1.50	1.00	1.50	2.50	1.00	7.00	7.00	6.00	6.79	6.58	3.00	5.00	1.30	1.25	3.25	2.88	3.00
4	7	5.00	6.70	6.50	0	R_3Hh8OIKsl15POfq	4	1	7	5	4	5	5	5	5	4	5	5	5	4	5	3	2	2	5	5	7	7	7	7	6	7	6	7	7	7	7	6	7	6	7	7	7	6	7	147	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	one i went back office it is normal day not a rainy day but at that day heavily rained. at that time i feel very bad at that time i thought it happens because of human activities	7	3	3	3	3	4	3	3	3	3	2	2	3	3	3	4	3	3	3	3	4	4	4	4	4	4	4	4	4	4	3	3	4	Female	1	white	0.00	26.00	7	34236	9	1	3.50	3.00	4.00	3.00	3.50	3.00	2.50	3.50	3.00	3.50	4.00	4.00	3.00	3.00	35.00	35.00	7.00	6.88	6.75	6.33	7.00	3.10	3.08	3.25	3.38	6.33
4	7	1.50	2.60	3.75	0	R_1cXNUor44rHu1Oe	4	4	2	3	4	4	4	3	4	4	4	4	4	4	4	2	4	4	2	3	3	2	2	3	2	5	2	5	2	7	6	2	2	3	3	2	6	2	7	158	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"I felt very stressed when our current administration was relaxing regulations that were in place to help prevent climate change, because I feel this is the wrong action to take."	5	3	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	3	2	1	1	1	1	2	2	1	Female	1	White	0.00	33.00	7	08010	2	1	1.50	2.50	1.00	2.00	1.50	1.50	1.00	1.00	1.00	1.00	1.00	3.00	1.00	1.00	10.50	10.50	7.00	5.13	3.25	3.00	6.50	1.10	1.08	1.75	1.38	3.00
4	7	1.00	1.20	2.50	0	R_3pnUoWt0R933oBg	4	5	6	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	1	2	2	1	1	1	1	1	5	1	5	5	3	3	1	1	1	1	1	1	161	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"I am not stressed about climate change in my city, though worry about my parents since they live in Florida, and think in 10 years or more there condo might be under water, which is difficult for me to think aobut."	7	4	4	1	1	3	4	2	1	3	3	1	1	1	2	3	1	2	1	2	4	4	1	3	1	4	1	1	1	1	1	1	1	female	1	white	0.00	41.00	7	10027	1	1	3.50	3.00	3.00	3.00	3.00	2.50	1.00	1.00	1.00	1.00	1.00	2.50	3.00	1.50	7.00	7.00	1.00	4.42	1.83	3.00	1.00	1.30	1.33	3.00	3.00	3.00
4	5	1.00	4.60	4.50	0	R_1OZgNs0WTNnOK3M	4	5	4	2	3	4	2	4	2	2	4	3	3	3	4	4	4	4	2	2	6	4	5	5	5	4	5	5	5	6	6	4	4	5	5	3	6	3	6	172	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"The other day I was reading an article about climate change. It was based on several reports made by renowned scientists and it actually said that the dire forecasts about climate change effects we really read are in fact not as grim as the science suggests. In other words, it's going worse than what we are told. The article was very well researched and by the end of it I was really worried. I don't live in a place where the potential for droughts or hurricanes is bad, although we did have a very serious hurricane several years ago (Sandy), but flooding can really affect our city. And even if it were not the case, food production will be affected in so many places that it can't fail to generate very negative effects for a lot of people. The potential for negative domino effects is very high and although I try not to obsess about it, there are times, like when I read that article, when it makes me nervous, worried and angry."	5	2	3	1	1	2	1	3	1	2	2	1	2	1	3	2	1	1	1	2	4	3	1	2	2	3	1	1	1	2	4	2	3	Female	1	Caucasian	0.00	58.00	7	11210	1	1	2.50	2.00	2.00	3.00	3.00	1.00	1.00	1.00	1.00	1.00	1.00	3.00	2.00	1.50	5.00	5.00	6.00	4.92	4.83	4.00	6.00	1.00	1.08	3.00	2.50	4.00
4	6	1.00	5.50	2.25	0	R_1oi46NxZRmUpvOB	4	4	3	3	4	5	2	4	1	1	2	3	3	5	5	4	5	3	1	2	5	4	6	6	6	5	5	2	4	6	6	2	5	6	6	6	2	3	7	173	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"A few years ago on Christmas it was so hot for that time of year that I had to turn on my air conditioner. That had never happened before for that time of year. It was stressful because the house was hot with all the holiday cooking that was going on, but it also worried me because that was not supposed to be normal and it felt like it was going to turn into that was normal. It was kind of scary for it being so hot as I live in the south, but we still have seasons so it should have been cold not almost 80 degrees."	7	2	3	1	1	1	2	2	1	2	1	1	2	1	3	1	3	4	3	4	3	2	1	1	3	2	1	1	2	2	3	2	2	Female	1	African American	0.00	33.00	7	27892	1	1	2.00	3.00	1.00	2.50	2.50	2.50	1.00	1.00	1.00	2.50	1.00	3.00	1.00	3.00	6.00	6.00	7.00	5.79	5.58	2.33	4.50	1.60	1.83	2.50	1.75	2.33
4	6	2.00	5.80	3.75	0	R_24MMTUOAeyDPymm	4	5	6	3	5	4	3	5	2	1	4	3	4	5	5	3	5	4	4	3	5	4	6	6	5	6	5	3	6	5	5	3	6	6	6	6	3	6	2	175	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	The recent wildfires that occurred in Australia and California was  basically caused by climate change and this resulted in devastating effects of the animal ecosystem in the affected areas claiming millions of lives .Also the constant deforestation of the amazon forest by the Brazilian government  would result in increased emission of greenhouse gases like CO2 which is worrisome to me	6	2	2	1	1	2	1	4	1	3	4	1	1	1	4	3	1	2	1	3	2	3	3	4	2	4	1	3	1	3	4	3	4	Female	1	Black	0.00	30.00	7	80901	2	2	3.00	2.50	2.50	3.00	4.00	1.00	1.00	1.00	1.00	1.00	3.00	2.00	4.00	1.50	12.00	12.00	2.00	5.83	5.67	4.00	2.50	1.00	1.08	3.50	3.38	4.00
4	6	5.50	5.10	5.50	0	R_2xIZ1Z9OLoYfCmC	4	4	5	3	5	2	5	4	4	3	5	4	5	2	4	3	5	2	4	3	4	5	7	6	6	5	4	5	3	4	7	4	7	4	4	5	7	6	6	177	3	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	The climate change is made by the human and the nature i destroy by  the human	4	2	3	3	3	2	4	2	2	4	3	1	3	3	2	3	3	2	3	4	2	4	2	1	3	2	2	4	4	1	4	3	3	Female	1	White	0.00	28.00	7	76078	6	5	4.00	3.00	2.50	2.50	2.00	3.50	2.00	2.50	2.50	3.50	3.00	2.50	2.00	2.50	33.00	33.00	6.00	5.58	5.17	5.00	6.50	2.80	2.75	2.25	2.25	5.00
4	7	3.00	6.30	2.50	0	R_2f7nofwPlSanFqW	4	5	3	2	4	5	1	5	1	2	5	3	3	5	5	4	5	4	1	2	5	5	7	7	7	6	6	1	6	7	6	2	5	7	6	6	5	2	6	178	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"In summer 2018, I moved back to my home state of Oregon after being gone 25 years and I was horrified to see how the climate had changed and how bad fire season had become. That summer was hotter and drier than any I had experienced growing up here, and the fires around the state and throughout the West Coast were so bad that we must have spent half the summer under poor air quality. It really bothered me to see how dry it had become here, to see firs and pine trees dying, and to see fire destroy so much forest. It was a clear impact of climate change, and it hurts to see my home state affected like this."	5	1	2	1	1	1	2	3	1	2	1	1	1	1	4	1	2	1	1	1	4	2	1	1	3	4	1	1	1	2	4	3	2	Female	1	Caucasian	0.00	49.00	7	97487	3	3	2.00	1.00	1.00	2.50	4.00	2.00	1.00	1.00	1.00	1.00	1.00	3.50	1.00	1.00	21.00	21.00	6.00	6.67	6.33	1.67	5.50	1.20	1.17	3.25	2.13	1.67
4	6	2.50	6.00	4.00	0	R_2cvJGelWRwGn11Q	4	4	6	3	4	4	5	4	5	3	5	4	5	4	4	2	3	4	3	2	5	6	5	5	5	6	6	5	6	5	5	2	7	7	7	6	7	2	5	179	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	I felt very stressed about the Australian fires earlier this year. I was deeply concerned about the thousands of animals that died during the fires. It was a heartbreaking situation that made me feel very frustrated about how climate change has negatively affected our lives.	7	4	4	2	4	3	4	2	4	3	4	2	3	4	1	1	4	3	2	1	1	4	3	2	1	1	4	2	3	3	3	3	2	Female	1	White	0.00	30.00	7	68144	3	2	3.50	2.50	2.00	3.00	1.00	4.00	3.00	4.00	3.00	2.50	2.50	1.00	3.00	3.00	15.00	15.00	5.00	5.92	5.83	3.00	6.00	3.30	3.25	2.00	2.25	3.00
4	7	2.00	5.80	2.25	0	R_2S69ZiMB2UJBAFd	4	5	5	3	4	4	3	5	1	2	4	4	4	5	5	5	5	5	3	2	6	6	6	6	6	5	6	2	6	7	5	1	6	6	5	6	3	3	7	183	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	I feel stressed when I know the weather is not acting as it should. We have longer droughts and less rain. This means less water in the desert where we live and I am upset that we will run out of water. I hate people having green lawns and pools it is a waste of water and the lakes are down. I have low water plants and gravel. I get stressed when I look at the water we waste run down the street. This happens to the green grass people daily. So annoying.	5	3	3	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	4	3	1	1	3	2	1	1	1	2	3	1	4	female	1	white	0.00	57.00	7	85381	2	2	2.00	2.50	1.00	2.50	2.00	1.00	1.00	1.00	1.00	1.00	1.00	3.50	1.00	1.00	14.00	14.00	7.00	6.42	5.83	2.00	5.00	1.00	1.00	2.25	1.63	2.00
4	6	5.00	5.50	5.25	0	R_XpGonJIgSrRuTp7	4	4	6	4	5	4	4	3	4	4	5	4	5	4	3	2	3	2	4	2	6	5	5	5	5	6	6	5	5	6	6	6	6	5	6	6	5	5	6	188	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	i felt stressed when the climate change leads to serious problem like earth quake.	6	2	3	3	2	3	3	3	3	2	3	2	2	3	3	2	3	3	2	3	3	3	2	3	2	3	2	3	3	2	3	2	3	female	1	white	0.00	26.00	7	73301	8	2	2.50	2.50	2.50	3.00	3.00	3.00	2.00	2.50	3.00	2.50	2.50	2.50	3.00	2.50	30.00	30.00	6.00	5.79	5.58	5.33	5.50	2.60	2.58	3.00	2.88	5.33
4	7	2.50	6.80	1.00	0	R_2taErwlE7Mzm8oA	4	5	3	3	4	4	3	4	1	1	2	3	3	4	4	4	5	3	1	2	7	5	7	7	7	7	6	1	7	6	7	1	7	7	6	7	1	1	5	205	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	I get particularly stressed during hurricane season in NC. Warmer oceans means increased evapotation which causes more frequent and more severe tropical storms. I also feel really stressed when allergy seasons start because they'd been so much worse the past few years and I was always suffering. I used to be able to not take a daily allergy pill in the winter or summer but now I have to take it everyday year round because I don't know when pollen returns anymore.	3	2	2	1	1	2	1	2	1	2	1	1	1	1	2	2	1	3	2	3	4	2	1	2	1	2	1	1	1	1	2	2	2	non binary	2	white	0.00	28.00	7	28083	1	4	2.00	2.50	2.00	2.00	2.00	1.00	1.00	1.00	1.00	1.50	1.00	2.50	1.50	2.00	17.50	17.50	5.00	6.88	6.75	1.00	3.00	1.10	1.25	2.00	1.88	1.00
4	6	8.50	6.40	6.75	0	R_3FVFLYVGMikUhSn	4	4	6	4	5	4	5	5	4	4	5	5	4	5	4	4	5	4	5	4	6	7	6	7	7	6	7	7	7	6	7	6	6	6	6	6	7	7	6	209	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	CLIMATE CHAGE IS VERY EMOTIONAL TO EVERYONE. BECAUSE IT IS OUR PROBLEM	6	4	3	3	4	3	4	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	2	4	4	3	4	MALE	0	WHITE	0.00	27.00	8	75001	8	9	3.00	3.50	3.00	3.00	3.50	3.50	3.00	3.50	3.00	2.50	3.50	3.00	3.00	3.00	51.00	51.00	6.00	6.21	6.42	6.67	6.50	3.10	3.08	3.25	3.13	6.67
4	6	9.00	5.30	5.50	0	R_2WGtazAPPvB7nrD	4	5	6	4	3	4	1	4	3	3	2	4	3	3	5	2	1	2	4	2	5	6	5	5	6	6	5	6	6	7	6	7	6	4	4	6	4	5	4	215	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	I feel  very stressed in climate changes.... human health is very changes in our body ....	6	3	4	2	3	3	4	2	2	3	2	1	2	3	2	3	2	2	3	3	2	4	3	3	4	3	2	3	4	3	2	4	2	male	0	Black	0.00	42.00	8	75701	9	9	3.50	3.00	3.00	3.00	2.50	3.00	2.00	2.50	2.00	3.50	3.00	3.00	2.50	2.00	54.00	54.00	4.00	5.75	5.50	6.00	4.00	2.60	2.50	2.75	2.75	6.00
4	7	1.00	6.40	4.00	0	R_RKVVsDImVQBNCud	4	5	1	2	5	5	2	5	5	5	5	2	2	5	5	4	4	4	1	1	3	3	7	7	7	7	4	1	7	6	7	1	6	7	5	7	7	7	7	220	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"There was extensive flooding and tornado watch yesterday, something that didn't used to happen in my community but now happens several times a year.  I worried about my mom's house, which is near two rivers that overflowed, as well as whether I'd lose power due to all the trees near me."	6	1	3	1	1	3	1	3	1	4	2	1	1	1	1	2	1	1	1	3	4	4	1	2	1	2	1	1	1	2	4	2	4	Male	0	Mixed	0.00	37.00	8	29650	1	1	4.00	2.00	2.50	3.00	1.50	1.00	1.00	1.00	1.00	1.00	1.00	2.50	2.00	1.00	7.00	7.00	7.00	6.71	6.42	3.00	7.00	1.00	1.00	2.25	2.25	3.00
4	7	8.50	6.20	5.75	0	R_2y93mr3C4UuDG58	4	5	6	4	5	4	5	4	5	5	4	5	4	5	5	4	3	3	4	4	6	5	6	6	6	6	6	6	5	6	7	6	7	6	7	7	5	6	3	222	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Latitude. It depends on how close or how far it is to the equator.

Ocean currents. Certain ocean currents have different temperatures.

Wind and air masses. Heated ground causes air to rise which results in lower air pressure."	6	4	3	4	4	4	4	3	3	3	3	1	1	4	3	3	2	3	3	2	4	3	3	3	4	3	3	3	3	3	3	3	4	male	0	white	0.00	62.00	8	77571	8	9	3.00	3.00	3.50	3.00	3.00	3.00	2.50	3.50	3.50	3.00	3.00	4.00	3.00	2.00	59.50	59.50	3.00	6.63	6.25	6.00	4.00	3.10	2.92	3.00	3.13	6.00
4	6	9.00	4.90	5.75	0	R_2WO1KKuelueb9aD	4	5	6	3	4	3	2	2	4	3	4	3	2	4	3	2	3	2	4	3	3	3	5	5	4	5	4	5	5	4	5	6	6	5	6	4	6	6	4	228	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Climate change is very happened to something that more frequently to the felt stressed  about climate change to like this might be quite easy.	6	2	3	2	3	2	3	2	3	2	4	1	2	3	3	2	3	3	4	2	3	1	2	3	2	3	2	3	2	4	2	2	3	Female	1	Black	0.00	39.00	8	64064	9	9	1.50	2.00	2.00	2.50	3.00	3.00	2.00	2.50	2.50	3.00	2.50	2.50	3.50	2.50	54.00	54.00	4.00	5.42	4.83	5.67	5.00	2.60	2.58	2.75	2.75	5.67
4	7	1.00	6.80	2.50	0	R_2PcnKOYBG2PxQNp	4	1	5	4	5	5	4	3	1	1	3	5	5	5	5	5	5	5	3	4	7	7	7	7	7	7	7	1	7	7	7	1	5	7	7	7	7	1	7	244	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	"I moved to NC from CA and from an organic farm to an apartment complex. In CA we had two massive recycling bins, which were filled weekly; in NC I watched as my neighbors put out bag after bag after bag of trash and rarely recycled anything, even though it was very easy to do. It really upset me and stressed me out. Thankfully, I moved out of there and into a neighborhood, but there are still people who won't recycle and I get so upset and stressed about it, just thinking how they are contributing to the landfill issue we have and how they are being detrimental to our environment."	6	3	2	1	2	4	1	3	1	2	4	1	2	1	3	4	1	2	1	1	1	2	1	4	1	3	1	1	1	2	3	2	2	Female	1	Caucasian	0.00	58.00	9	28374	1	1	2.00	2.00	4.00	2.50	3.00	1.00	1.50	1.00	1.00	1.00	1.00	1.00	4.00	2.00	7.00	7.00	7.00	6.92	6.83	1.00	7.00	1.10	1.25	2.75	3.38	1.00
.	2	5.00	2.70	5.25	1	R_2CjJmX1PgZlDIpq	4	5	4	2	1	4	1	4	1	1	3	3	3	1	3	2	2	2	3	1	2	1	2	3	3	3	1	6	2	4	4	4	3	3	4	3	6	5	6	299	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"I really do not get all that worked up about climate change. If anything, I get worked up when people think that somehow funneling money from my taxes into an inefficient government is the solution to it. I get irked when people say they want to take money from the individual to ""fix"" something, when more than likely that money will go into bureaucracy and be wasted from making any real difference."	6	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	2	3	2	3	2	2	1	2	1	1	2	3	1	2	2	1	Male	0	White	0.00	23.00	7	11803	5	5	2.00	2.00	1.00	1.00	1.00	1.50	1.00	1.00	1.50	3.00	2.00	2.50	1.00	2.00	10.00	10.00	6.00	2.46	2.92	5.00	6.00	1.60	1.67	1.00	1.00	5.00
.	5	3.50	4.70	4.75	1	R_1Q3hpwtIcemI263	4	5	4	3	4	3	2	2	3	4	4	3	4	3	3	2	3	4	3	3	4	2	4	6	5	5	4	4	4	5	5	4	3	5	6	5	7	4	4	412	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"When I see the wild spikes in temperature, the high heat the drought and the like. I feel like its coming and we as a society are ill prepared to handle it."	5	2	3	2	4	2	2	3	2	2	2	1	1	2	2	1	1	1	2	2	2	2	1	1	2	2	2	3	2	1	3	2	2	Male	0	White	0.00	35.00	7	60606	3	4	2.00	2.00	1.50	3.00	2.00	1.50	2.50	2.00	2.00	2.00	2.00	2.00	1.50	1.00	17.50	17.50	4.00	4.88	4.75	4.00	5.50	2.00	1.83	2.50	2.00	4.00
